,Name,Type,ABV,Ratings,Average,-
0,Hamm's,Lager - Adjunct,4.6,"1,088",2.83,-
1,Hamm's Golden Draft,Lager - Adjunct,4.7,23,2.93,-
2,Hamm's Special Light,Lager - Light,3.8,116,2.58,-
