,Name,Type,ABV,Ratings,Average,-
0,Cobra,Lager - European Pale,5,152,2.81,-
1,Cobra Zero,Low Alcohol Beer,0,1,1.11,-
2,King Cobra,Lager - European Strong,7.5,9,2.8,-
3,Krait Prestige,Bière de Champagne / Bière Brut,8,56,3.45,-
