REF_DATE,Automobile dealers [4411],"Automotive parts, accessories and tire stores [4413]","Beer, wine and liquor stores [4453]",Building material and garden equipment and supplies dealers [444],Cannabis stores [453993],Clothing and clothing accessories stores [448],Clothing stores [4481],Convenience stores [44512],Department stores [4521],Electronics and appliance stores [443],Food and beverage stores [445],Furniture and home furnishings stores [442],Furniture stores [4421],Gasoline stations [447],General merchandise stores [452],Grocery stores [4451],Health and personal care stores [446],Home furnishings stores [4422],"Jewellery, luggage and leather goods stores [4483]",Miscellaneous store retailers [453],Motor vehicle and parts dealers [441],New car dealers [44111],Other general merchandise stores [4529],Other motor vehicle dealers [4412],Retail trade [44-45],Shoe stores [4482],Specialty food stores [4452],"Sporting goods, hobby, book and music stores [451]",Supermarkets and other grocery (except convenience) stores  [44511],Used car dealers [44112]
2007-11,6217605.0,607802.0,1388024.0,2226100.0,,2263605.0,1776778.0,528392.0,,1333391.0,7862527.0,1431126.0,884233.0,3956093.0,4580126.0,6146013.0,2446996.0,546893.0,226827.0,890039.0,7234731.0,5822414.0,,409323.0,35091406.0,260000.0,328489.0,866673.0,5617621.0,395191.0
2007-12,5771607.0,470989.0,1936693.0,1776820.0,,3305167.0,2465868.0,551661.0,,2272765.0,8990742.0,1557327.0,931887.0,3931732.0,6209161.0,6648460.0,2791854.0,625440.0,527388.0,1136592.0,6653745.0,5426723.0,,411150.0,40006665.0,311911.0,405590.0,1380761.0,6096799.0,344884.0
2008-01,5782597.0,426662.0,1039460.0,1643932.0,,1515555.0,1192461.0,501109.0,,1135448.0,7310713.0,1193884.0,765666.0,3861195.0,3297378.0,5960077.0,2393209.0,428218.0,158649.0,807474.0,6631849.0,5404626.0,,422590.0,30525699.0,164445.0,311176.0,735062.0,5458968.0,377970.0
2008-02,5698261.0,368121.0,1120481.0,1537545.0,,1437794.0,1094357.0,490329.0,,1040836.0,7245167.0,1107375.0,701955.0,3787647.0,3091515.0,5811035.0,2304961.0,405420.0,194892.0,733217.0,6522893.0,5303573.0,,456511.0,29418898.0,148545.0,313651.0,609947.0,5320706.0,394688.0
2008-03,6901392.0,400847.0,1238143.0,1729509.0,,1649493.0,1316255.0,529967.0,,1130436.0,7693320.0,1210058.0,773596.0,4143371.0,3559236.0,6118978.0,2370018.0,436462.0,164067.0,871713.0,7855539.0,6438169.0,,553300.0,32925876.0,169171.0,336198.0,713184.0,5589011.0,463222.0
2008-04,8422061.0,531550.0,1224213.0,2257528.0,,1934111.0,1526277.0,536204.0,,1087763.0,7577279.0,1272149.0,815322.0,4310834.0,3951443.0,6008934.0,2384991.0,456826.0,176706.0,855530.0,9855060.0,7807552.0,,901449.0,36272111.0,231128.0,344133.0,785424.0,5472729.0,614509.0
2008-05,8156728.0,523361.0,1531245.0,2987637.0,,2100820.0,1629410.0,601062.0,,1160906.0,8771147.0,1350250.0,880850.0,4892001.0,4465735.0,6857201.0,2513624.0,469400.0,221532.0,961375.0,9763842.0,7597157.0,,1083752.0,39778972.0,249879.0,382701.0,811636.0,6256139.0,559571.0
2008-06,7445564.0,487214.0,1487157.0,2857570.0,,1997062.0,1560930.0,597693.0,,1149184.0,8102702.0,1345905.0,870401.0,5027097.0,4335682.0,6246058.0,2382280.0,475505.0,205202.0,977349.0,8878370.0,6928410.0,,945592.0,37842321.0,230930.0,369487.0,789120.0,5648365.0,517154.0
2008-07,7447432.0,517467.0,1638997.0,2842272.0,,1876429.0,1464197.0,662125.0,,1230985.0,8668684.0,1431105.0,936536.0,5286211.0,4275092.0,6655833.0,2417939.0,494570.0,199261.0,934548.0,8874651.0,6911020.0,,909752.0,38632038.0,212970.0,373854.0,794122.0,5993708.0,536412.0
2008-08,6808814.0,473949.0,1673550.0,2575500.0,,2042860.0,1567292.0,648185.0,,1351066.0,8772758.0,1427129.0,943463.0,5030268.0,4221442.0,6727122.0,2430416.0,483666.0,218733.0,1037983.0,8033639.0,6305868.0,,750876.0,37775417.0,256836.0,372086.0,852356.0,6078936.0,502946.0
2008-09,6719960.0,526582.0,1343485.0,2600556.0,,2025374.0,1595566.0,582137.0,,1317905.0,7907536.0,1390840.0,903879.0,4707763.0,4030067.0,6210738.0,2419045.0,486961.0,184269.0,1056399.0,7854710.0,6245268.0,,608169.0,36138751.0,245540.0,353312.0,828555.0,5628601.0,474691.0
2008-10,6438020.0,643943.0,1429173.0,2515870.0,,2056291.0,1615442.0,591111.0,,1213882.0,8484383.0,1336353.0,857512.0,4334068.0,4319358.0,6705861.0,2542444.0,478842.0,176432.0,968122.0,7622818.0,5950352.0,,540855.0,36158245.0,264417.0,349350.0,764654.0,6114750.0,487669.0
2008-11,5485388.0,649784.0,1434841.0,2191559.0,,2208216.0,1733026.0,545985.0,,1360647.0,8216333.0,1351377.0,862465.0,3378649.0,4774188.0,6435762.0,2439037.0,488912.0,216259.0,910571.0,6540910.0,5077761.0,,405739.0,34230901.0,258931.0,345730.0,859412.0,5889777.0,407627.0
2008-12,4862789.0,521859.0,1903994.0,1786037.0,,3123204.0,2335346.0,558755.0,,2352961.0,9182909.0,1410132.0,860101.0,3031463.0,6251438.0,6862876.0,2870560.0,550031.0,478552.0,1137043.0,5744530.0,4483760.0,,359882.0,38256712.0,309306.0,416038.0,1366435.0,6304121.0,379029.0
2009-01,4609046.0,401482.0,1159457.0,1471214.0,,1495629.0,1175263.0,485920.0,,1145851.0,8201650.0,1058371.0,709498.0,3001119.0,3473564.0,6712776.0,2463168.0,348873.0,148395.0,802622.0,5329663.0,4232093.0,,319135.0,29192654.0,171971.0,329417.0,749803.0,6226856.0,376953.0
2009-02,4464968.0,331191.0,1110341.0,1440330.0,,1331766.0,1019366.0,450701.0,,966058.0,7302906.0,924128.0,602487.0,2880671.0,3108121.0,5874302.0,2284345.0,321641.0,174805.0,763940.0,5199177.0,4114607.0,,403018.0,26804723.0,137595.0,318264.0,603281.0,5423601.0,350361.0
2009-03,6332194.0,404195.0,1234606.0,1735009.0,,1606701.0,1273367.0,504963.0,,1077629.0,7841649.0,1101756.0,716280.0,3140695.0,3589266.0,6256829.0,2440890.0,385477.0,152002.0,856367.0,7252991.0,5852215.0,,516602.0,31356949.0,181332.0,350214.0,713995.0,5751866.0,479979.0
2009-04,6930080.0,504214.0,1314536.0,2185598.0,,1805196.0,1415131.0,539295.0,,1005200.0,8305243.0,1084480.0,704653.0,3191006.0,4101205.0,6605710.0,2433211.0,379827.0,159010.0,859595.0,8170138.0,6405072.0,,735844.0,33942769.0,231055.0,384996.0,801899.0,6066415.0,525008.0
2009-05,7251044.0,523679.0,1583740.0,2897632.0,,2002685.0,1554329.0,596379.0,,1059184.0,9039926.0,1175700.0,774326.0,3597180.0,4531574.0,7052632.0,2574992.0,401374.0,202331.0,939284.0,8668931.0,6684704.0,,894207.0,37316515.0,246025.0,403554.0,829428.0,6456253.0,566340.0
2009-06,7277015.0,517627.0,1558368.0,2903549.0,,1892710.0,1481981.0,600804.0,,1105403.0,8603271.0,1188030.0,769545.0,3821672.0,4382067.0,6646310.0,2548677.0,418485.0,188123.0,967355.0,8632840.0,6717575.0,,838199.0,36865690.0,222605.0,398593.0,820115.0,6045507.0,559439.0
2009-07,7053390.0,510892.0,1770634.0,2787962.0,,1818466.0,1415498.0,644952.0,,1155263.0,9156531.0,1277015.0,855433.0,3892185.0,4354906.0,6977926.0,2590194.0,421582.0,186269.0,918026.0,8403966.0,6525587.0,,839684.0,37191480.0,216699.0,407970.0,836967.0,6332975.0,527803.0
2009-08,6754473.0,476421.0,1629990.0,2540765.0,,1947557.0,1503198.0,631505.0,,1210362.0,8663403.0,1279920.0,864383.0,3915334.0,4205125.0,6638863.0,2523252.0,415536.0,197379.0,1027516.0,7858317.0,6240600.0,,627423.0,36049418.0,246980.0,394549.0,877868.0,6007358.0,513873.0
2009-09,6712147.0,527958.0,1432064.0,2596653.0,,1958255.0,1533548.0,599469.0,,1222126.0,8324005.0,1278049.0,849833.0,3723130.0,4136521.0,6521755.0,2551234.0,428215.0,170172.0,1067715.0,7779512.0,6198769.0,,539407.0,35537357.0,254535.0,370186.0,900156.0,5922286.0,513378.0
2009-10,6550352.0,648612.0,1489209.0,2544482.0,,2078681.0,1637131.0,604602.0,,1140733.0,8770532.0,1310201.0,860537.0,3700792.0,4500320.0,6910144.0,2651962.0,449664.0,162327.0,984199.0,7635546.0,6042232.0,,436582.0,36133694.0,279222.0,371180.0,816246.0,6305542.0,508120.0
2009-11,5765907.0,637313.0,1364672.0,2313995.0,,2055159.0,1629758.0,555833.0,,1284477.0,7964940.0,1322193.0,842496.0,3591847.0,4699568.0,6244705.0,2566582.0,479698.0,192244.0,943505.0,6760934.0,5295984.0,,357713.0,34354756.0,233157.0,355563.0,851556.0,5688872.0,469924.0
2009-12,5849008.0,577554.0,1972088.0,1937248.0,,3207351.0,2397836.0,590557.0,,2357573.0,9491704.0,1469013.0,930242.0,3652554.0,6484974.0,7066053.0,2986298.0,538771.0,479335.0,1186936.0,6778259.0,5414258.0,,351697.0,40969765.0,330180.0,453563.0,1417854.0,6475496.0,434750.0
2010-01,4919013.0,388998.0,1182091.0,1751053.0,,1525994.0,1192225.0,497277.0,,1101206.0,8108579.0,1137733.0,755115.0,3639699.0,3657270.0,6598950.0,2555815.0,382618.0,151740.0,812942.0,5605404.0,4546823.0,,297394.0,30668321.0,182030.0,327538.0,772623.0,6101673.0,372190.0
2010-02,5156686.0,361939.0,1178434.0,1519774.0,,1415698.0,1089265.0,463735.0,,944092.0,7422793.0,982291.0,657106.0,3406697.0,3277060.0,5908171.0,2410661.0,325185.0,178637.0,754017.0,5887718.0,4780698.0,,369093.0,28632551.0,147796.0,336188.0,611748.0,5444436.0,375988.0
2010-03,7501822.0,496092.0,1288298.0,2035412.0,,1825917.0,1442400.0,517455.0,,1106199.0,8084441.0,1178215.0,768250.0,3915397.0,3906718.0,6402121.0,2690003.0,409965.0,163383.0,870995.0,8588620.0,7000321.0,,590707.0,34967182.0,220133.0,394021.0,765266.0,5884666.0,501501.0
2010-04,7603569.0,571098.0,1408994.0,2390528.0,,1922788.0,1497643.0,543648.0,,1060684.0,8569351.0,1162832.0,743700.0,3881808.0,4320372.0,6756787.0,2635866.0,419131.0,174732.0,854898.0,8894327.0,7074105.0,,719660.0,36469949.0,250413.0,403570.0,776496.0,6213139.0,529464.0
2010-05,7521143.0,508544.0,1526343.0,2906407.0,,2093196.0,1621789.0,573958.0,,1064068.0,8911228.0,1239978.0,801693.0,4140854.0,4705795.0,6962878.0,2723637.0,438285.0,215614.0,922805.0,8928056.0,7001829.0,,898369.0,38424455.0,255793.0,422006.0,788431.0,6388920.0,519314.0
2010-06,8030943.0,526636.0,1564005.0,2957157.0,,2005849.0,1570417.0,588826.0,,1194256.0,8889430.0,1326660.0,831590.0,4164327.0,4538065.0,6903417.0,2657466.0,495069.0,200817.0,955626.0,9465127.0,7476575.0,,907547.0,38973462.0,234615.0,422007.0,819499.0,6314591.0,554368.0
2010-07,7453556.0,504600.0,1900637.0,2684243.0,,1957721.0,1532105.0,623546.0,,1211784.0,9716709.0,1259735.0,848455.0,4364011.0,4591498.0,7393084.0,2640534.0,411279.0,198653.0,881550.0,8794527.0,6934637.0,,836371.0,38932294.0,226963.0,422988.0,829983.0,6769539.0,518919.0
2010-08,7333252.0,504703.0,1591760.0,2517671.0,,2018851.0,1570324.0,598269.0,,1294178.0,8740323.0,1265908.0,837339.0,4322204.0,4324557.0,6733892.0,2608303.0,428570.0,196248.0,955116.0,8501476.0,6812766.0,,663520.0,37395330.0,252280.0,414671.0,846743.0,6135623.0,520487.0
2010-09,7061286.0,541365.0,1496588.0,2426951.0,,2130333.0,1678111.0,559422.0,,1306151.0,8681446.0,1278563.0,842560.0,4061399.0,4391647.0,6782115.0,2609933.0,436003.0,176362.0,986163.0,8133941.0,6571917.0,,531290.0,36923390.0,275860.0,402743.0,916861.0,6222693.0,489369.0
2010-10,6667333.0,651466.0,1540845.0,2342211.0,,2130707.0,1680719.0,565169.0,,1243005.0,8855903.0,1329682.0,848340.0,4293686.0,4569809.0,6909421.0,2710541.0,481342.0,178477.0,916364.0,7790331.0,6174296.0,,471532.0,37014326.0,271511.0,405636.0,832086.0,6344252.0,493038.0
2010-11,6783016.0,795000.0,1451674.0,2282470.0,,2306557.0,1818588.0,541020.0,,1407615.0,8371473.0,1356083.0,829293.0,4225002.0,4979054.0,6531576.0,2745392.0,526790.0,225359.0,879970.0,7913604.0,6324355.0,,335588.0,37408825.0,262610.0,388223.0,941606.0,5990556.0,458661.0
2010-12,6124452.0,545919.0,2125430.0,1795637.0,,3513752.0,2628937.0,553255.0,,2428579.0,9886433.0,1517731.0,922045.0,4483091.0,6663940.0,7242820.0,3179125.0,595685.0,545233.0,1147271.0,7036465.0,5726200.0,,366094.0,43147947.0,339583.0,518182.0,1495924.0,6689565.0,398251.0
2011-01,5137678.0,414320.0,1147526.0,1507220.0,,1530391.0,1194907.0,491430.0,1780632.0,1153184.0,7949928.0,1095674.0,705381.0,4249175.0,3740527.0,6456585.0,2594868.0,390293.0,153662.0,769876.0,5834671.0,4768909.0,1959895.0,282673.0,31191594.0,181823.0,345817.0,766081.0,5965155.0,368769.0
2011-02,5327798.0,375494.0,1187548.0,1470045.0,,1472588.0,1127162.0,454810.0,1612035.0,1010712.0,7535609.0,997320.0,650544.0,4076420.0,3371613.0,6004145.0,2446426.0,346776.0,193007.0,733703.0,6056112.0,4937151.0,1759578.0,352820.0,29797949.0,152419.0,343917.0,627400.0,5549334.0,390647.0
2011-03,7795102.0,496801.0,1319910.0,1817301.0,,1758314.0,1389613.0,496493.0,1861013.0,1209727.0,8341203.0,1149663.0,722771.0,4748866.0,4003547.0,6640925.0,2752808.0,426892.0,171583.0,828446.0,8750446.0,7286617.0,2142533.0,458544.0,36099866.0,197118.0,380367.0,739546.0,6144432.0,508485.0
2011-04,7950143.0,623599.0,1477450.0,2090964.0,,2024444.0,1588876.0,521803.0,2133379.0,1136149.0,8823587.0,1198877.0,761941.0,4705450.0,4459807.0,6929639.0,2700037.0,436936.0,191582.0,825430.0,9285676.0,7439218.0,2326428.0,711934.0,38035760.0,243986.0,416499.0,785338.0,6407836.0,510925.0
2011-05,8134456.0,617280.0,1492309.0,2845987.0,,2138625.0,1654166.0,557936.0,2182050.0,1163123.0,8572551.0,1231402.0,785331.0,5119091.0,4838551.0,6664871.0,2780856.0,446071.0,222883.0,910161.0,9652319.0,7607563.0,2656502.0,900582.0,40046516.0,261575.0,415371.0,793849.0,6106935.0,526893.0
2011-06,8525994.0,581967.0,1643254.0,2893798.0,,2119359.0,1653481.0,572717.0,2220037.0,1176593.0,8970235.0,1267721.0,799650.0,5064922.0,4830311.0,6889719.0,2741472.0,468070.0,213219.0,934875.0,9999241.0,7949491.0,2610274.0,891280.0,40839556.0,252658.0,437262.0,841029.0,6317002.0,576503.0
2011-07,7381530.0,550076.0,1885300.0,2635031.0,,2031885.0,1575395.0,609275.0,2186449.0,1206640.0,9521694.0,1273240.0,827454.0,5230789.0,4780086.0,7205906.0,2683697.0,445785.0,213597.0,875673.0,8775132.0,6861210.0,2593637.0,843527.0,39832282.0,242892.0,430489.0,818415.0,6596631.0,520320.0
2011-08,7817300.0,568544.0,1630728.0,2587570.0,,2108857.0,1623031.0,588790.0,2143961.0,1307430.0,8791894.0,1315531.0,830606.0,5185579.0,4565973.0,6735484.0,2713286.0,484925.0,221750.0,963304.0,9128937.0,7269342.0,2422011.0,743093.0,39541248.0,264076.0,425682.0,872888.0,6146694.0,547958.0
2011-09,7391150.0,591139.0,1607117.0,2509177.0,,2196917.0,1710559.0,551685.0,2195804.0,1331672.0,8855161.0,1296224.0,836429.0,4938294.0,4577586.0,6837738.0,2691728.0,459795.0,210104.0,1002971.0,8539680.0,6861948.0,2381782.0,557391.0,38877263.0,276254.0,410306.0,937852.0,6286053.0,529202.0
2011-10,7074720.0,701500.0,1514213.0,2355982.0,,2199104.0,1717858.0,549665.0,2275948.0,1277407.0,8626381.0,1303926.0,809309.0,4943186.0,4718435.0,6688388.0,2754595.0,494617.0,201611.0,913216.0,8271925.0,6567529.0,2442487.0,495705.0,38203872.0,279635.0,423780.0,839716.0,6138723.0,507191.0
2011-11,7145983.0,865953.0,1482773.0,2310215.0,,2459017.0,1922695.0,522010.0,2492249.0,1472708.0,8436110.0,1340173.0,816810.0,4772516.0,5197908.0,6528498.0,2822906.0,523363.0,258719.0,920817.0,8427231.0,6659747.0,2705659.0,415295.0,39174736.0,277603.0,424838.0,1015135.0,6006489.0,486236.0
2011-12,6412971.0,572766.0,2311852.0,1893613.0,,3746307.0,2794564.0,549846.0,3596443.0,2412576.0,10482353.0,1543037.0,919002.0,4716384.0,6913140.0,7600044.0,3269688.0,624035.0,606497.0,1187508.0,7366402.0,6002112.0,3316697.0,380665.0,45089701.0,345246.0,570457.0,1558694.0,7050198.0,410858.0
2012-01,5911002.0,451962.0,1106116.0,1522381.0,,1585810.0,1239394.0,495688.0,1793971.0,1086167.0,7808115.0,1104148.0,706286.0,4480094.0,3868951.0,6343564.0,2619909.0,397862.0,163294.0,761005.0,6667592.0,5500583.0,2074980.0,304628.0,32299560.0,183121.0,358435.0,795389.0,5847876.0,410419.0
2012-02,6150260.0,408925.0,1239021.0,1546316.0,,1589991.0,1212853.0,475684.0,1716233.0,962570.0,7827320.0,1044272.0,660427.0,4479360.0,3684187.0,6207180.0,2546915.0,383845.0,216976.0,761195.0,6941878.0,5714832.0,1967954.0,382693.0,32037162.0,160163.0,381118.0,653159.0,5731496.0,435428.0
2012-03,8136243.0,516599.0,1478627.0,1877999.0,,1968135.0,1546877.0,538137.0,2036958.0,1117089.0,8888180.0,1195315.0,756592.0,4898481.0,4376003.0,6994091.0,2726010.0,438723.0,193052.0,865492.0,9182645.0,7597527.0,2339045.0,529802.0,37882518.0,228207.0,415462.0,787169.0,6455954.0,538717.0
2012-04,8185287.0,611173.0,1407519.0,2169876.0,,1975494.0,1548298.0,517996.0,2109026.0,982679.0,8248703.0,1154199.0,729419.0,4848132.0,4562789.0,6416644.0,2663888.0,424780.0,188566.0,827764.0,9542281.0,7642949.0,2453764.0,745821.0,37740840.0,238629.0,424539.0,765035.0,5898649.0,542338.0
2012-05,9178984.0,630291.0,1633772.0,2942469.0,,2293414.0,1769947.0,578046.0,2222545.0,1022865.0,9206142.0,1245820.0,793715.0,5192181.0,5192910.0,7122020.0,2854536.0,452104.0,250570.0,964880.0,10797853.0,8609877.0,2970365.0,988578.0,42558147.0,272897.0,450350.0,845077.0,6543974.0,569107.0
2012-06,8625109.0,564002.0,1817373.0,2799327.0,,2246822.0,1762454.0,584424.0,2202068.0,1083107.0,9606385.0,1278582.0,817202.0,5081561.0,4972552.0,7332120.0,2787409.0,461380.0,230992.0,996087.0,10052437.0,8072438.0,2770484.0,863326.0,41765337.0,253375.0,456892.0,861068.0,6747696.0,552671.0
2012-07,8051518.0,566477.0,1770311.0,2676441.0,,1978106.0,1531443.0,607551.0,2167720.0,1049049.0,9098858.0,1312611.0,836721.0,5206077.0,4834287.0,6883810.0,2759160.0,475889.0,216357.0,897765.0,9485690.0,7508213.0,2666567.0,867695.0,40117110.0,230306.0,444737.0,819066.0,6276259.0,543305.0
2012-08,8331180.0,582362.0,1813779.0,2593227.0,,2187271.0,1690339.0,606247.0,2194304.0,1186224.0,9407420.0,1350929.0,858705.0,5394367.0,4849611.0,7142246.0,2818496.0,492224.0,234992.0,978931.0,9622986.0,7800844.0,2655307.0,709444.0,41307128.0,261940.0,451396.0,917667.0,6535999.0,530336.0
2012-09,7488732.0,539507.0,1597239.0,2387739.0,,2234062.0,1750854.0,572357.0,2211527.0,1161284.0,8961423.0,1302648.0,852026.0,5094028.0,4668908.0,6931362.0,2710254.0,450623.0,204495.0,1033127.0,8561430.0,7003039.0,2457381.0,533191.0,39060675.0,278713.0,432822.0,945772.0,6359005.0,485692.0
2012-10,7831148.0,769368.0,1501847.0,2448175.0,,2248762.0,1761682.0,550696.0,2200052.0,1082781.0,8664553.0,1299799.0,790588.0,5153759.0,4828874.0,6718850.0,2883270.0,509211.0,199763.0,978827.0,9097082.0,7329752.0,2628822.0,496566.0,39497273.0,287317.0,443857.0,811391.0,6168153.0,501396.0
2012-11,7428077.0,797441.0,1637386.0,2248336.0,,2491506.0,1941028.0,522811.0,2461745.0,1374994.0,8937871.0,1415471.0,834151.0,4821564.0,5313063.0,6853544.0,2918548.0,581320.0,277694.0,951175.0,8641040.0,6944595.0,2851317.0,415522.0,40090004.0,272784.0,446941.0,976436.0,6330734.0,483482.0
2012-12,6008152.0,535227.0,2172812.0,1765840.0,,3637361.0,2704488.0,533480.0,3396305.0,2018064.0,10118206.0,1520306.0,887797.0,4714623.0,6787479.0,7363587.0,3354267.0,632508.0,595257.0,1147426.0,6905451.0,5603639.0,3391174.0,362071.0,43444637.0,337616.0,581807.0,1475614.0,6830108.0,404513.0
2013-01,6090618.0,479718.0,1221383.0,1580000.0,,1656403.0,1304192.0,484874.0,1776467.0,1025682.0,8255627.0,1173087.0,738714.0,4612736.0,3962897.0,6647893.0,2779072.0,434374.0,160160.0,860487.0,6922228.0,5635953.0,2186431.0,351893.0,33607336.0,192052.0,386351.0,779115.0,6163019.0,454665.0
2013-02,6018774.0,407186.0,1252626.0,1466567.0,,1539810.0,1184178.0,460915.0,1679728.0,872855.0,7804992.0,1010311.0,640673.0,4532790.0,3708450.0,6157510.0,2552678.0,369637.0,191799.0,796899.0,6785456.0,5592348.0,2028722.0,359496.0,31686766.0,163833.0,394856.0,615958.0,5696594.0,426426.0
2013-03,7911641.0,493899.0,1528694.0,1761502.0,,1948462.0,1553500.0,527846.0,2001455.0,1035137.0,8977132.0,1190931.0,757475.0,5003317.0,4357888.0,6986498.0,2808378.0,433456.0,181445.0,896549.0,8917765.0,7397419.0,2356433.0,512224.0,37632780.0,213517.0,461941.0,735719.0,6458652.0,514222.0
2013-04,9376380.0,674903.0,1380141.0,2249943.0,,2055735.0,1609746.0,514517.0,1980934.0,999135.0,8372165.0,1213040.0,771253.0,4681982.0,4605509.0,6545089.0,2840676.0,441787.0,195516.0,930769.0,10775375.0,8782673.0,2624575.0,724092.0,39504016.0,250473.0,446935.0,779689.0,6030573.0,593707.0
2013-05,9954644.0,700246.0,1783793.0,3023211.0,,2379102.0,1857578.0,583006.0,2213119.0,1018205.0,9576766.0,1311980.0,840255.0,5291049.0,5412378.0,7290830.0,3022220.0,471724.0,238769.0,1055810.0,11757311.0,9357139.0,3199260.0,1102422.0,44707357.0,282754.0,502142.0,859326.0,6707824.0,597506.0
2013-06,9216610.0,579290.0,1737008.0,2749101.0,,2173036.0,1705426.0,576955.0,2162281.0,1027534.0,9263881.0,1289308.0,832334.0,5280089.0,5080704.0,7031070.0,2856880.0,456974.0,225111.0,1013767.0,10723898.0,8636379.0,2918423.0,927998.0,42299543.0,242498.0,495802.0,841345.0,6454115.0,580230.0
2013-07,9087250.0,631753.0,1796789.0,2793667.0,,2061276.0,1626944.0,614253.0,2118636.0,1044086.0,9175373.0,1338076.0,858570.0,5649077.0,5098954.0,6880972.0,2903801.0,479506.0,204831.0,999150.0,10679936.0,8468548.0,2980319.0,960934.0,42565931.0,229500.0,497612.0,822533.0,6266719.0,618702.0
2013-08,8794490.0,618507.0,1956928.0,2723705.0,,2371097.0,1856995.0,615209.0,2192126.0,1145971.0,9866857.0,1376837.0,880471.0,5631443.0,5090677.0,7393594.0,2934861.0,496365.0,228191.0,1081706.0,10212058.0,8200995.0,2898551.0,799061.0,43391178.0,285910.0,516335.0,955966.0,6778384.0,593495.0
2013-09,8302457.0,615216.0,1585427.0,2511983.0,,2257090.0,1781606.0,569575.0,2151063.0,1104715.0,8687511.0,1325723.0,844089.0,5270467.0,4786142.0,6632132.0,2845965.0,481634.0,206327.0,1089489.0,9485788.0,7751083.0,2635079.0,568115.0,40327899.0,269156.0,469951.0,963028.0,6062557.0,551373.0
2013-10,8646293.0,820838.0,1596557.0,2551868.0,,2343316.0,1860767.0,567670.0,2213428.0,1090113.0,9145984.0,1326334.0,820373.0,5272769.0,5070200.0,7037089.0,3083514.0,505961.0,197008.0,1019712.0,9986667.0,8059918.0,2856773.0,519536.0,41747250.0,285542.0,512339.0,856772.0,6469419.0,586375.0
2013-11,7859315.0,892805.0,1690799.0,2286635.0,,2724563.0,2148094.0,514586.0,2605067.0,1384461.0,9126772.0,1437113.0,859043.0,5108645.0,5610568.0,6927114.0,3116430.0,578071.0,275559.0,1006963.0,9181427.0,7331737.0,3005501.0,429307.0,42062766.0,300911.0,508859.0,1079188.0,6412528.0,527577.0
2013-12,6659934.0,600844.0,2100878.0,1714428.0,,3724286.0,2806867.0,535858.0,3389759.0,1943109.0,9872627.0,1445638.0,843910.0,5228680.0,7038682.0,7128192.0,3583532.0,601727.0,570310.0,1196464.0,7658903.0,6214459.0,3648923.0,398126.0,44940706.0,347109.0,643557.0,1534357.0,6592334.0,445474.0
2014-01,6519355.0,508591.0,1291046.0,1593554.0,,1660146.0,1294995.0,498690.0,1821539.0,987702.0,8450543.0,1131332.0,711842.0,5148651.0,4258843.0,6753706.0,2887713.0,419490.0,169645.0,887076.0,7382520.0,6040826.0,2437304.0,354573.0,35181491.0,195506.0,405790.0,793411.0,6255016.0,478529.0
2014-02,6404038.0,443984.0,1283400.0,1457890.0,,1591237.0,1217786.0,467742.0,1720302.0,866719.0,7889052.0,1016935.0,636846.0,4939482.0,3923358.0,6179931.0,2747224.0,380089.0,213723.0,826020.0,7226403.0,5943718.0,2203055.0,378380.0,33120378.0,159729.0,425721.0,636059.0,5712190.0,460320.0
2014-03,8559982.0,526164.0,1437534.0,1754666.0,,1879793.0,1486902.0,527626.0,1983998.0,1033917.0,8723746.0,1219998.0,760238.0,5430468.0,4504875.0,6804024.0,2993650.0,459760.0,191473.0,888606.0,9585049.0,7977348.0,2520878.0,498902.0,38764006.0,201418.0,482188.0,749239.0,6276398.0,582634.0
2014-04,10084939.0,727415.0,1550368.0,2188354.0,,2126426.0,1676229.0,546452.0,2125947.0,1007251.0,8924756.0,1222827.0,768176.0,5351013.0,5011732.0,6857385.0,3048703.0,454651.0,191955.0,911850.0,11533638.0,9444509.0,2885785.0,721284.0,42142874.0,258242.0,517003.0,816324.0,6310933.0,640430.0
2014-05,10642736.0,738246.0,1801758.0,3111934.0,,2465343.0,1918536.0,614131.0,2291391.0,1008379.0,9771693.0,1374503.0,871829.0,5788167.0,5682046.0,7422404.0,3117527.0,502674.0,244785.0,1117126.0,12398459.0,10013648.0,3390655.0,1017478.0,46760489.0,302021.0,547531.0,925311.0,6808273.0,629088.0
2014-06,9693966.0,633691.0,1804366.0,2934572.0,,2298979.0,1819821.0,614446.0,2265860.0,1002017.0,9458523.0,1319262.0,831818.0,5795082.0,5509504.0,7138103.0,2987269.0,487444.0,220914.0,1075494.0,11282692.0,9069962.0,3243644.0,955036.0,44550964.0,258244.0,516055.0,887571.0,6523657.0,624004.0
2014-07,10173648.0,674725.0,1950994.0,2987685.0,,2198898.0,1733468.0,659884.0,2203964.0,1038392.0,9834041.0,1458448.0,926452.0,5969438.0,5385005.0,7350026.0,3086889.0,531996.0,216296.0,1032852.0,11799450.0,9539462.0,3181041.0,951077.0,45699406.0,249133.0,533021.0,908310.0,6690142.0,634186.0
2014-08,9399723.0,615549.0,1921169.0,2670478.0,,2460082.0,1927296.0,658627.0,2297656.0,1168554.0,9878846.0,1446653.0,944734.0,5822888.0,5378929.0,7430116.0,3027515.0,501919.0,232337.0,1112561.0,10800495.0,8814344.0,3081273.0,785223.0,44765234.0,300449.0,527562.0,998234.0,6771489.0,585380.0
